comment_id,video_id,author_name,comment_text,language,sentiment_label,sentiment_score,like_count
UgwkMhFr7sddsZ_O12N4AaABAg,GuOXfpWqNdo,@okayatrikuduap,I like video bro good 👍 information,English,Positive,0.9726,0
UgxSxJ6FcHHSgBzDZWx4AaABAg,GuOXfpWqNdo,@kumarkunda-nu5lk,"Mari solution Cheppu... Neku telidu, inka yeppatiki ilage undalaaa...????  population base cheskune chesthee saripoddi raaa Neku",English + Telugu,Neutral,0.7854,0
Ugy26eqSslrprflolt54AaABAg,GuOXfpWqNdo,@venkateshkanumuri9811,2027 lo dinni evaru apaleru,English + Telugu,Neutral,0.8566,0
Ugxl6xItEXlzbPT1XbB4AaABAg,GuOXfpWqNdo,@livingroom-e3l,"Giving false information, I didn’t expect from you bro",English,Negative,0.882,0
UgzEx0RPiUm9-uCg13x4AaABAg,GuOXfpWqNdo,@KrishnaR2723,ఈ విధంగా జరిగితే హిందీ రాష్ట్రాల వాళ్ళు మన సౌత్ రాష్ట్రాలని డబ్బు బావులుగా వాడుకుంటారు కేవలం టాక్స్ డబ్బులు కోసం. మనo మైనారిటీగా అయ్యే ప్రమాదం కూడా ఉంది,Telugu,Neutral,0.6992,0
UgwiK8TAsM3ntHeP0f54AaABAg,GuOXfpWqNdo,@kanchianjaneyulu9263,Andhra Pradesh gurinchi endukuley veellaki special status techukovadam cheta kaaledu,English + Telugu,Neutral,0.8132,0
UgzTtmv2CRyCMLAi26N4AaABAg,GuOXfpWqNdo,@justinnaresh9924,"This is Modi ji master stroke like a Mahabharata Padma vibhushan ones You enter the BJP you should not come outside  
Congress fight every time good things on but no one are considered everyone feeling Congress is a opposition party Nova not thinking about what is Congress allegations",English,Neutral,0.6212,0
UgyFiyJmScbzZDCBgxB4AaABAg,GuOXfpWqNdo,@krishnarjun789,"1️⃣ INFRASTRUCTURE DEVELOPMENT
Congress: Gradual growth
BJP: Massive push in highways, expressways, airports, railways, metro

2️⃣ DIGITAL INDIA
Congress: Limited digital systems
BJP: UPI, Aadhaar linking, DBT expansion

3️⃣ WELFARE DELIVERY
Congress: Leakages in schemes
BJP: Direct Benefit Transfer reduced middlemen

4️⃣ TOILETS & SANITATION
Congress: Issue existed for decades
BJP: Swachh Bharat toilets construction

5️⃣ HOUSING FOR POOR
Congress: Slow housing schemes
BJP: PM Awas Yojana expansion

6️⃣ ELECTRICITY ACCESS
Congress: Many villages without power
BJP: Near full village electrification

7️⃣ NATIONAL SECURITY RESPONSE
Congress: Criticized approach
BJP: Surgical strikes and Balakot response

8️⃣ ARTICLE 370
Congress: Maintained special status
BJP: Removed Article 370

9️⃣ ECONOMIC REFORMS
Congress: Started liberalization
BJP: GST, IBC, Startup push

🔟 FINANCIAL INCLUSION
Congress: Limited banking reach
BJP: Jan Dhan accounts expansion

1️⃣1️⃣ HEALTHCARE SCHEMES
Congress: Limited coverage
BJP: Ayushman Bharat insurance

1️⃣2️⃣ LPG CONNECTIONS
Congress: Low rural access
BJP: Ujjwala Yojana expansion

1️⃣3️⃣ FOREIGN POLICY
Congress: Traditional diplomacy
BJP: More active global engagement

1️⃣4️⃣ DEFENCE MODERNIZATION
Congress: Slower procurement
BJP: Modernization and Make in India defence

1️⃣5️⃣ STARTUP ECOSYSTEM
Congress: Limited support
BJP: Startup India push

1️⃣6️⃣ PROJECT EXECUTION SPEED
Congress: Slower completion
BJP: Faster execution of projects

1️⃣7️⃣ WATER SUPPLY
Congress: Limited rural reach
BJP: Jal Jeevan Mission expansion

1️⃣8️⃣ CORRUPTION CONTROL (CLAIM)
Congress: Scam allegations
BJP: Digital systems for transparency

1️⃣9️⃣ LEADERSHIP STYLE
Congress: Coalition challenges
BJP: Centralized and decisive leadership

2️⃣0️⃣ RAILWAY MODERNIZATION
Congress: Traditional trains
BJP: Vande Bharat, electrification, modernization

2️⃣1️⃣ TAX REFORMS
Congress: Complex taxes
BJP: GST unified tax system

2️⃣2️⃣ RURAL ROADS
Congress: Slower connectivity
BJP: Faster expansion of rural roads

2️⃣3️⃣ AIIMS & HOSPITALS
Congress: Limited AIIMS expansion
BJP: Significant increase in AIIMS institutes and healthcare infrastructure

2️⃣4️⃣ DIGITAL GOVERNANCE
Congress: Paper-based systems
BJP: Online services and e-governance

2️⃣5️⃣ EDUCATION (SCHOOLS)
Congress: Expansion over decades
BJP: Focus on new schools, NEP 2020 reforms, digital learning",English,Positive,0.5771,0
UgyysVgbM_rvxbWzUG14AaABAg,GuOXfpWqNdo,@pratapkhannakolli1061,South ki 100% పెంచి north కి 50% పెంచితే ఎలా ఉంటుంది?,Telugu,Neutral,0.8304,0
UgxTP3CS37NJ8lJO9EF4AaABAg,GuOXfpWqNdo,@satyamsatyamanchim2428,Delimition రద్దుచేయాల,Telugu,Neutral,0.682,0
Ugx2U6TsKRTlUuiWSFt4AaABAg,GuOXfpWqNdo,@satyamsatyamanchim2428,💯 correct,English,Positive,0.709,0
Ugy5JUwZVaEs3_SGdzd4AaABAg,GuOXfpWqNdo,@satyamsatyamanchim2428,Ayyiunfochu,English + Telugu,Neutral,0.6807,0
Ugxh9TcMRafxRwa7RV14AaABAg,GuOXfpWqNdo,@mdrizwaan5513,Super.0pium.tea..effect.good.changing.in.india..0r..super.liquar.tea.effect.in.all.over.india.in.whole.india.itink.mothet.land.peoples..¥€$=°^¢®©∆✓×?.,English,Positive,0.7242,1
UgwqVrzjnP7yy7NJOOB4AaABAg,GuOXfpWqNdo,@rahulinjeti1181,"Lavda bjp 
We want seperate South India",English + Telugu,Neutral,0.7121,0
UgxIFXD0U8ocHyR5JBZ4AaABAg,GuOXfpWqNdo,@aadhyasworld-e3b,"Ila jarigithe india ante inka hindi desham ayepotundi telugu vallanu tokkestaru......south indians andaru galam vippali mana nayakulu elago gaajulu vesukuni vunnaru, telugu vallamu manam telugu desham manadi.....manaki jaragaboye anyayaniki maname poradukovali evado vastadu edoo chestadu ani chudakoodadu🙏✊✊",English + Telugu,Neutral,0.8544,0
UgyjwC5XGGVo3UlLlEx4AaABAg,GuOXfpWqNdo,@techchannel6433,Super explanation...love you,English,Positive,0.9811,0
UgwIritQSEwZQMwrN7l4AaABAg,GuOXfpWqNdo,@sudheerreddy1505,Bjp nd tdp nd janasena  nd ysrcp ki vote vesina laffoots .....batthayilu ani ippudu ardam aithundi ....ippadikyna manalni manam kapadukovadam better vallani thu thu ani cheppulatho kottadam better,English + Telugu,Neutral,0.8056,0
UgwLaMNKyMk9nUKdC8Z4AaABAg,GuOXfpWqNdo,@BellammaheswariBellam,North partiality BJP andabhakths valla south becoming loss😮,English + Telugu,Negative,0.6787,0
Ugx-mHc2gib7I460ZZV4AaABAg,GuOXfpWqNdo,@viswanathamkollur7840,Unfortunately Neither TDP norYSR congress open their mouths in the delimination issue. Very unfortunate.,English + Telugu,Negative,0.878,0
UgyDHMUynIb0jxnEumx4AaABAg,GuOXfpWqNdo,@AnandK-h3e,South India Country kavali Andi,English,Neutral,0.8757,0
UgxCQuKFiK1luZ6FXlh4AaABAg,GuOXfpWqNdo,@Jayasekhar-c3s,Orey babu chaduvukunnava ippudu tamilanaduki 39 before separation andhra42,English + Telugu,Neutral,0.7947,0
Ugy296lN478BwAhlpXl4AaABAg,GuOXfpWqNdo,@itssk5634,"Chandrababu ki modi support kavali andhuke Ela chesthu vunnadu,appudu Sonia ki support chesadu eppudu modi ki,andra ki manchi netha ledu,jagan caselu thapincha daniki yedaina thakattu pedathadu",English + Telugu,Neutral,0.7893,0
Ugy8HSOnv-kmdkVO5rl4AaABAg,GuOXfpWqNdo,@mohammadsaleem8717,Angrej gulam party BJP aur RSS ko Desh se bhagao desh ki Janata Jago Varna aur khokhla Ho jaega,English + Telugu,Neutral,0.7871,0
UgxgVAUr-C6rdIRX4Pd4AaABAg,GuOXfpWqNdo,@konesitaram3569,Good analysis bro ... But one think the hybrid  policy which is proposed by Revanth reddy Garu is very reasonable and logical. But I doubt  is Congress party  will support this?,English,Positive,0.6567,0
UgwktHgTz9VGTS6lbbJ4AaABAg,GuOXfpWqNdo,@kanavathrohithnaik8832,https://youtu.be/xRvtf0C8yOg?si=GdB4IZEHYxNYCzHJ,English + Telugu,Neutral,0.6958,0
UgwRIH6H_RYwYx0yvD54AaABAg,GuOXfpWqNdo,@gopirajusadam1374,ఇప్పుడు దీనికి ఒప్పుకోకపోతే 2027 జనాభా లెక్కలు అయ్యాక జనాభా ప్రతిపాదన ప్రకారం అప్పుడు ఇంకా చాలా అన్యాయం జరుగుది,Telugu,Neutral,0.7354,0
UgwpzgUJioHiVLoC4vR4AaABAg,GuOXfpWqNdo,@VennelaScan,భారత్‌లో ఏకరీతి వృద్ధి రేటు సాధించే వరకు డీలిమిటేషన్ లేదు,Telugu,Neutral,0.7722,0
UgyVEU6wqXmiCduj05h4AaABAg,GuOXfpWqNdo,@VennelaScan,"ఇంతమంది mp లు ఉద్దరించిందేమిటీ ,ఇక చెయ్యబోయేది ఏమిటీ , వాల ఖర్చులు ప్రజలకు అదనపు భారం.",Telugu,Neutral,0.7385,0
Ugz7V035MdlAunif57h4AaABAg,GuOXfpWqNdo,@yvkumar6267,Correct bro,English,Positive,0.509,0
UgxUnKzXJ4DrJCYrmx54AaABAg,GuOXfpWqNdo,@maneeshgoda9468,Amitshah parliament lo total speech pin to pin translate chesi chppandi miru parliament lo am jarigindho cheppakunda miru me script chpthe avaru nammmaru miru telugu citizens ni wrong direction lo chestunaru,English + Telugu,Neutral,0.8112,0
UgzpaLUCYq9ZJUAPaZx4AaABAg,GuOXfpWqNdo,@maneeshgoda9468,Total wrong information,English,Negative,0.759,0
Ugywg8qOO2ehvk7RpWp4AaABAg,GuOXfpWqNdo,@maneeshgoda9468,Conggress ki support chestu video chestunaru,English + Telugu,Neutral,0.7945,0
UgzLHKwl7BmSq_2Dj6d4AaABAg,GuOXfpWqNdo,@praveenkumarpandala4808,Bjp dayachesi ila cheyyoddhu,English + Telugu,Neutral,0.6931,0
UgwJYj9j7HK4CixADNN4AaABAg,GuOXfpWqNdo,@Dronaa879,"బత్తాయి గాళ్ళకి ఇవన్నీ అవసరం లేదు moddi చెప్తే ఏమైనా నాకుతారు.. మన తెలుగు ఉనికినే కళారస్తాం అన్నకూడా బత్తాయి గాళ్ళకి సమ్మగా వుంటది.. e delimitation ni support చేసినవాడు బత్తాయి గాడు, లేదా చదువుసంధ్య లేనోడు, లేదా IT cell గాడు, లేదా ఇంటిమనిషిని అమ్ముకునేటోడు 😂😂😂",Telugu,Neutral,0.738,0
UgxawMTU-pJxqhjZHUl4AaABAg,GuOXfpWqNdo,@RahulBoddeda-g9l,SOUTH COMPANIES KI VACHE RAW MATERIALS ANNI NORTH NUNCHE VASTHUNAI RA . VALLAKI PORTS EKKUVA LEVU KABBATI MANA DEGGARA PORTS & COMPANIES EKKUVA UNTAI . VALLAKI PORTS UNTE SOUTH GDP SANKANAKI POTHADHI RA. MUNDHU DHINI MEDHA VIDEO CHEY RA ADMINUU. ADHI EDO DELIMITATION KOSAM KADHU NORTH MEDHA RECHAGOTANUTU UNDHI BOKKA GADIVI,English + Telugu,Neutral,0.8112,0
UgxQzJISf-g6jZQuhJR4AaABAg,GuOXfpWqNdo,@RahulBoddeda-g9l,ENTHA PERIGINA PERCENTAGE SAME EE RA PICHI NA KODAKA . OPPOSE CHESINAVALLU MUNDHU MATHS NERCHUKONDI RA.,English + Telugu,Neutral,0.8345,0
Ugw3wCnaLWZ25kJ0ne54AaABAg,GuOXfpWqNdo,@yenikavinod4350,"ఈ డిలిమిటేషన్ అమల్లోకి వచ్చి సౌత్ వాళ్ళకు అన్యాయం జరిగితే,
ప్రత్యేక దేశం కోసం పోరాటం చేయాల్సి అవసరం వస్తుంది..
సౌత్ ఇండియా ✊✊",Telugu,Neutral,0.7453,0
Ugx6RiKyvLlRMLgcdhJ4AaABAg,GuOXfpWqNdo,@RahulBoddeda-g9l,"SOUTH STATES FINGERPRINTS BRO DELIMITATIONS VALLA KERALA KI 8SEATS BOKKA , TELANGANA KI 4 SEATS BOKKA,  AP KI KI 4 SEATS BOKKA, TAMILNADU KI KI 8 SEATS BOKKA, KARNATAKA KI KI 2 SEATS BOKKA. SO DELIMITATION VALLA SEATS AND VALUE INCREASE AVUTHUNDHI KANI BOKKA KADHU ERRIPAPALU RA MEERU",English + Telugu,Neutral,0.8512,0
Ugzs0RIzlEmu1SwGCNB4AaABAg,GuOXfpWqNdo,@Dronaa879,JP gaadu wrong narrate chesthunnadu publics vedhavalanu chese ప్రయత్నం చేస్తున్నాడు,Telugu,Negative,0.4983,0
UgxXEWOYMdb_6QV72ol4AaABAg,GuOXfpWqNdo,@udaykumarkandregula7747,"Maharastra, orissa south kathu ra jaffa",English + Telugu,Neutral,0.8891,0
UgwEosiuy22P6LrLcEh4AaABAg,GuOXfpWqNdo,@udaykumarkandregula7747,Orey sannasulara ... next population batti istadhi ... apudu andharu notlo meku petukoni undandi ... area size batti ivvaru ... North population 3times untadhi apudu meeku theguthi ... aina BJP ki South lo poeydhi emi ledhu😂😂😂,English + Telugu,Neutral,0.8503,0
Ugy7hJtvmsYyrunw3G14AaABAg,GuOXfpWqNdo,@spaceman737,"It's better to be ruled by BJP 🚩 than getting ruled by Khangress, YCP, TMC, DMK, CPIM, AAP 🤡",English + Telugu,Negative,0.6705,0
UgwD4NlbQPFHBQyfvTF4AaABAg,GuOXfpWqNdo,@venkateshchindam7040,South India country and Hyderabad is capital,English,Neutral,0.8378,0
Ugz8KYbEBCJL9ogsy0x4AaABAg,GuOXfpWqNdo,@venkateshchindam7040,Thank you for your clarity 🙏,English,Positive,0.9282,0
UgwKvjZpw-DjLMSMYkl4AaABAg,GuOXfpWqNdo,@SHAAN-Y6F,Andhra...daridram...entoo...eenayakuluu..mararu..,English + Telugu,Neutral,0.8419,0
UgwJh5G-cjRWv6q9jKl4AaABAg,GuOXfpWqNdo,@srinivasaraoamara7637,నేను ఎంతో కష్టపడి పెట్టిన మెసేజ్ లు కనపడటం లేదు అంటేనే మీయొక్క వాదనలో ఎంత నిజాయితీ వుందో తెలుస్తోంది,Telugu,Neutral,0.7603,0
UgyvzXgpZivNKaqyBTh4AaABAg,GuOXfpWqNdo,@bhuragaddajagan8661,"ఉత్తరాది దక్షణాది అనుకుంట కాలం గడపండి.ఇంకో 30 ఏండ్లు, తరువాత మొడ్డల కలిసి పోతము?",Telugu,Neutral,0.6785,0
UgyOhp4IbF3SOnJEizV4AaABAg,GuOXfpWqNdo,@bhuragaddajagan8661,"అరే బాబు జనాభా వున్నట్టు సీట్లు ఇవ్వవద్ద మరి, నీ సొల్లు కాకపోతే మరి డబ్బుల కోసం ప్రజలను అగం పట్టణీయకు??",Telugu,Neutral,0.7452,0
UgznOfl0sXQslEyLY554AaABAg,GuOXfpWqNdo,@Abba_abbabba,"ఆంధ్ర నాయకులు బీజేపీకి బానిసలు! దక్షిణ భారతదేశానికి, తమ రాష్ట్రానికి జరుగుతున్న అన్యాయాన్ని ఖండించే ధైర్యం వాళ్లకు లేదు.",Telugu,Neutral,0.7323,0
UgzBpGVNZ7_eZVsYw_t4AaABAg,GuOXfpWqNdo,@meevizagabbai,But ipdu accept cheyapothe e 50% inka problem kada bro. As per constitution 2027 lo automatically bill pass avtundi anta. Appdu based on population north lo inka ekkuvosthay kada...deeni gurinchi kastha chepu. Asalu based on population seats concept deenni change cheyali first south ki anyayam jarakkudadante,English + Telugu,Neutral,0.6391,0
UgzhijY0AAg4ZrUWZZB4AaABAg,9EBJrr0qj3I,@jagadeeshsariki1238,1:10 sec Bada Bada babulu vunnaru kabatti ee chiti fund bhayata ki vacchindhi..😢😢 adhee middle class family vallu Vunte ilaa pattinchukuntara youtube vallatho sahaaa 😢😢,English + Telugu,Negative,0.7275,0
UgwWmdBuMl9Dgsu-kLd4AaABAg,9EBJrr0qj3I,@BandiarmyBandiarmy,Mangill story,English + Telugu,Neutral,0.8074,0
Ugw5vGpZQWjoaIryIXV4AaABAg,9EBJrr0qj3I,@Ramesh-v2n2g,PACL,English + Telugu,Neutral,0.6581,1
UgyP07RxBKZShulLkXJ4AaABAg,9EBJrr0qj3I,@Karthik_bandari.,Intha long videos ma valla kaavu bro,English + Telugu,Neutral,0.73,0
UgwoRJm0RpkOy1cF0fp4AaABAg,9EBJrr0qj3I,@palletidileep2522,Agri gold,English + Telugu,Neutral,0.6565,1
Ugw0IewBhAMn_dYt-BV4AaABAg,9EBJrr0qj3I,@aneelkalicheti3415,Bro high income money (him) scame gurinchi video cheyandi,English + Telugu,Neutral,0.7209,0
Ugy-c10SwnCwpxWCHHF4AaABAg,9EBJrr0qj3I,@jagadishn570,Yes 100%????,English,Neutral,0.8216,0
Ugwdmrezm3jo4Zh7gip4AaABAg,9EBJrr0qj3I,@venkatasudheer713,Agri gold,English + Telugu,Neutral,0.6565,0
UgxGBLi-oK7dJaLIefp4AaABAg,9EBJrr0qj3I,@masskrishnafriend6465,edi INDIA amount thirigi radu gurthupettukondi,English + Telugu,Neutral,0.8221,0
Ugw205BWa8wzxVj7TX54AaABAg,9EBJrr0qj3I,@RamuluPuli-kt5qw,Sahara scam paina oka vidio cheyandi sir,English + Telugu,Negative,0.604,0
UgyYmCNgCoFxmGnJpZh4AaABAg,9EBJrr0qj3I,@MadaviEnkubai-h7t,"Sharadha guop kadhu
Sarada ( just for fun) 😂😂😂😂",English + Telugu,Neutral,0.684,1
Ugx0GSEZA17TmL1o_X94AaABAg,9EBJrr0qj3I,@satishganta4276,"మా అమ్మ గారు.. నా చిన్నప్పుడు ""రామ్ కాశ్యప్"" అనే chit fund లో మోసపోయారు... చాలా సార్లు ఆఫీస్ చుట్టూ తిరిగిన ఫలితం శున్యం 😒",Telugu,Neutral,0.7662,3
UgyIe9LZNEdrDEY9GiZ4AaABAg,9EBJrr0qj3I,@KAVITHAMAHI-r4o,🙏🙏🙏🙏👌👌👌,Emojis / Symbols,Positive,0.9116,0
UgyMdu_tdr0kxdVWI6V4AaABAg,9EBJrr0qj3I,@DGgh-h5w,Well done bro.you have shared good information,English,Positive,0.9692,0
UgxMs289HxT-EdbtM8V4AaABAg,9EBJrr0qj3I,@RamuluSetti,Lanchala Bharat manadi evanni mamule sir vallku emi kadu sir,English + Telugu,Neutral,0.8351,0
Ugz9J1yEhOGxP9aUpuV4AaABAg,9EBJrr0qj3I,@RamChander-l8p,"Jai Janasena 
Jai BJP 
Jai Hindu 
Jai Hindustan 
Jai Shri ram 
Jai Telugu knowledge",English,Positive,0.5094,2
Ugx3J2bZBU6uZ2FQeXF4AaABAg,9EBJrr0qj3I,@sreenagadamudi8553,Sahara company scam kosam oka video cheyandi bro,English + Telugu,Negative,0.682,0
UgzQ_CoSJNTvMcMIhLZ4AaABAg,9EBJrr0qj3I,@Access12Vishwam,రూపాయి రూపాయి కూడా పెట్టి డబ్బులు కట్టిన వాళ్ళు ఆత్మహత్యలు చేసుకోవాలి. డబ్బులు జమ చేసుకున్న వాళ్లు లగ్జరీ లైఫ్. వీళ్లకు శిక్షలు లేవా. ఇలా న్యాయవ్యవస్థ రోజురోజుకు చచ్చిపోతుంది. 😂,Telugu,Neutral,0.7131,8
Ugx4ByWxML8bmvLZ4Sh4AaABAg,9EBJrr0qj3I,@parimisrinivasarao4786,Ap lo jagan ne kuda en couter cheyyale,English + Telugu,Neutral,0.8291,0
UgxUt4ZAEjyj-wl_gLx4AaABAg,9EBJrr0qj3I,@parimisrinivasarao4786,Agre gold ilantedey,English + Telugu,Neutral,0.7359,5
UgyYb1ai8lXjYfRZ7994AaABAg,9EBJrr0qj3I,@charangoud369,"సిద్దిపేటలో కూడా ఇలాంటి ఘటనలు జరుగుతున్నాయి. కొంతమంది అడ్వొకేట్లు చట్టాన్ని దుర్వినియోగం చేస్తూ, IP పెట్టి కాలర్ ఎగరేసుకుని తిరుగుతున్నారు. అడ్వొకేట్ సపోర్ట్‌తో మరింత ఓవర్ కాన్ఫిడెన్స్ చూపిస్తున్నారు. ప్రభుత్వం కూడా అడ్వొకేట్ రక్షణ కోసం బిల్లు పాస్ చేయడంతో, కొందరు ఇంకా ఎక్కువగా రెచ్చిపోతున్నారు. అందుకే ఇలాంటి విషయాలపై అవగాహన వీడియోలు రూపొందించి ప్రజలను ఎడ్యుకేట్ చేయడం చాలా అవసరం.",Telugu,Neutral,0.7223,0
Ugxn3enkEPWdMLz_H6l4AaABAg,9EBJrr0qj3I,@karthik2015-y6h,ఇలాంటి వ్యవస్థ లు పెట్టుకునే వెసులు బాటు ఇచ్చిన ప్రభుత్వ వ్యవస్థ ల నిర్లక్ష్యం తీరు హర్షనీయం ముఖ్యం గా ఆర్ధిక కార్యకలాపాల మీద ఇన్కమ్ టాక్స్ వ్యవస్థ అమాయక ప్రజల ఆర్ధిక కార్యాకలపాల మీద ద్రుష్టి పెడతారు కానీ ఇలాంటి మోసం పూరత వ్యవస్థ ల మీద అటువంటి ద్రుష్టి పెట్టారు ఇ పరిస్థితి మీద ప్రపంచం సదస్సు లో మన కేంద్ర వ్యవస్థ ల ను కీర్తించాలి,Telugu,Neutral,0.7395,12
UgzP3Yz0sS-Py80YN_N4AaABAg,9EBJrr0qj3I,@valivetinageshwarao7152,చట్టాలోఉన్న సందులే ఆర్ధిక శాస్త్ర ఛాన్యుకుని నీతీ విపరీతముగ దోచుకోని ఆదేశాలను నాశనము చేయటము ఎలాగో అలాగే నేడుకూడా చాణుక్యుడు లెక్క తెలనివ్వాలిగ. అది అంత సులువుకాదు,Telugu,Neutral,0.7523,4
UgwW3f8zINhso34qUKd4AaABAg,9EBJrr0qj3I,@achutharamaiah4644,Idunta sebi telise saradagroup and poltical partys to kummajai calm gavundatMu calla inta bhary scam ayyindi sebi is purely responsible for their negligence and understanding with saradagroup,English + Telugu,Neutral,0.508,0
Ugzv_wVqqKe6V2uHBrx4AaABAg,9EBJrr0qj3I,@dayakarpolepaka9629,Brother good concept for the society 😊. And very unique voice brother ❤ very addicted to you r videos 💯🫂💙👌,English,Positive,0.9844,0
UgzaK8OhRCvsr-HViVp4AaABAg,9EBJrr0qj3I,@sridivyagunukula8058,Maa vurili chala scams ayyayi KAIKALURU lo pedda fraud Jagruti chiits 1998 nunchi vundhi 30 crores daaka petteru,English + Telugu,Negative,0.554,0
Ugwa8jTYbJItKbD70694AaABAg,9EBJrr0qj3I,@ramubilla6441,SAHARA scam paina oka video cheyandi sir thank you 🙏🙏🙏,English + Telugu,Positive,0.6012,5
UgynzYq_-jYFwy88Usx4AaABAg,9EBJrr0qj3I,@Venkatesh-j2h7l,Anna mangli issue midha oka video chey Anna .. matter anti ..Meeku thelisindhi clarity cheppandi annaiah,English + Telugu,Neutral,0.565,0
UgxRX0dVrDKZ8DaORSx4AaABAg,9EBJrr0qj3I,@Brg1333,కలియుగం ❌ కల్తీయుగం ✅,Telugu,Neutral,0.5217,14
UgzwGN0erM-S7_C6JJ94AaABAg,9EBJrr0qj3I,@skimran2851,Agni gold scam,English + Telugu,Negative,0.5154,1
UgwvXUcRA3VR2e-REQh4AaABAg,9EBJrr0qj3I,@prasadmanikonda2120,Sebi valla abhaya gold akshya gold agri gold  pacl india  sahara sarada chala companies close chesaru chala mandhi customers loss ayyaru but sebi evariki justice cheyaledhu,English + Telugu,Neutral,0.8497,3
Ugz2oKKkDrF90Rpnk1h4AaABAg,9EBJrr0qj3I,@dharmasaitalluri8234,I am also chit funds victim,English,Negative,0.569,1
UgzPKfpOEe039qnMxXx4AaABAg,9EBJrr0qj3I,@ajsarveswararao2416,"I also victim in1990 ,Rs 1400 Guntakal AP",English,Negative,0.698,1
UgwdTeAd6dGs1Mo0S7J4AaABAg,9EBJrr0qj3I,@sunayraj6372,"Pearls ane chit fund unde bro,ma father andhulo work chesaadu, vaallu cheat chesaaru, meeru research CHESI,dheeni video kuda Cheyandi",English + Telugu,Neutral,0.8186,0
UgyzTyxCF1xCzMUJFyV4AaABAg,9EBJrr0qj3I,@pawankumarchalla1782,Mamatha Begum is main villain,English + Telugu,Negative,0.6719,1
UgyvZbjsAAwHWVbnZyB4AaABAg,9EBJrr0qj3I,@Teja_9494,Avunu nenu andukay chittu lu assalu kattanu,English + Telugu,Neutral,0.81,0
UgxzTkpaNN7bK6qczO14AaABAg,9EBJrr0qj3I,@Farooqfail7,Bro bihar jangal Raja period  gurinchi Chepandi,English + Telugu,Neutral,0.8344,0
UgwuufIzPAnH0SyNX054AaABAg,9EBJrr0qj3I,@BalakrishnaKrishna-x3f,బ్రదర్ మవురా లో కూడా చాలా మందే చిటలు వేస్తరు బాగా సంపడస్తరు,Telugu,Neutral,0.7363,1
UgwAFdBFtc1EArnQ6XF4AaABAg,9EBJrr0qj3I,@developeruser-v7t,"Sharadha devi ante devatha perutho mosama hindu hindu hindu hindu, veelu chowdaries, redlu ledante kapulu ayi vuntaru",English + Telugu,Neutral,0.8141,0
Ugw1IZ0iohuwUIdK6c54AaABAg,9EBJrr0qj3I,@ColdPressedOils,Enka chits Enduku kadutunaru,English + Telugu,Neutral,0.8061,1
UgzT6ExO39jEFpehSPB4AaABAg,9EBJrr0qj3I,@gugulothnareshhsd,ఎంత గోరం 😢😢😮😮😮😮,Telugu,Neutral,0.5036,2
UgwHf3VZZxsHWAAvlSN4AaABAg,9EBJrr0qj3I,@gugulothnareshhsd,😮😮😮😮😮😮😮.... దేవుడ,Telugu,Neutral,0.5004,1
Ugz5sJxLXaFMd1x7lI54AaABAg,9EBJrr0qj3I,@kumaravenakatasatyaprasad4369,మేము భాధితులం,Telugu,Neutral,0.7147,3
UgzT0bFBwxbvHb_yvnV4AaABAg,9EBJrr0qj3I,@sivaprakashrao,The best is to invest in gold and silver.,English,Positive,0.8646,1
UgwJ6h-d_Z-Ot6uOe_94AaABAg,9EBJrr0qj3I,@prashanthvicky460,Anna sahara lo ma dad invest chesaru asalu gvt ha money eppudu isundi customer care ki call chesi ma bond expire eppudu avuthundhi memu apply chesukovacha Leda telusu kovali anna  13/3/2018  bond date,English + Telugu,Neutral,0.8072,6
UgwlwvGOwOoslP91Usd4AaABAg,9EBJrr0qj3I,@dr.anandkumarchatragadda6602,Great. Incredible India,English,Positive,0.9701,0
UgzdTqP2Y2knJ7-5UjR4AaABAg,9EBJrr0qj3I,@FamilystarEresh,Maa urlo 4.5 cr scam raichur district nagandoddi,English + Telugu,Negative,0.5037,2
UgzrDylTWH1wmp_5mBt4AaABAg,9EBJrr0qj3I,@D.sundari-l8y,Agrigold,English + Telugu,Neutral,0.7744,10
UgxexVijLOiOU8z8B994AaABAg,9EBJrr0qj3I,@nissimary438,LIC guruchi koda chepandi sir tq ❤,English + Telugu,Positive,0.7273,1
UgxLXyh1vYlc8UzxbPB4AaABAg,9EBJrr0qj3I,@vinugold4953,Brother SAHARA investments kuda oka video cheayandi challa mandhi investment cheasi unaruu but payment ravadam ledhu,English + Telugu,Neutral,0.8207,4
Ugw1jALV9kVfOThun6B4AaABAg,9CGk2GpFDcQ,@teluguknowledge42,"ఇండియన్ పాలిటిక్స్ లో ప్రజల కోసం నిజాయితీగా పనిచేస్తున్న నాయకులు చాలా తక్కువే. 
మరి మీ దృష్టిలో... మీ ఫేవరెట్ పొలిటీషియన్ ఎవరు? 
ఎందుకు? 
కామెంట్స్‌లో  చెప్పండి! 👇🔥",Telugu,Neutral,0.7523,58
UgxTyzHkLDr419oFZ6R4AaABAg,9CGk2GpFDcQ,@venkatnaik694,KTR,English + Telugu,Neutral,0.7365,0
UgzcRn_AOWZXpJseOMN4AaABAg,9CGk2GpFDcQ,@GemmeliRamarao-n7y,❤❤❤ ❤❤,Emojis / Symbols,Positive,0.9451,1
UgzfY3Vw9BtDS4AiYGh4AaABAg,9CGk2GpFDcQ,@anandvehari9274,Modi❤❤,English,Positive,0.9722,0
